_id,is_publishing,is_subscribe,is_broadcast,resource_type,device_id,user_agent,ip_address,created_at,updated_at,__v,vehicle_latitude,vehicle_longitude,email,first_name,last_name,profile_picture,vehicle_model,vehicle_picture,miles
ObjectId("5b3dde9122514e20a974eeb9"),false,false,false,ios,998B467E-C205-4F70-9F4A-46BDB5CD3888,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T09:02:09.832Z"",""2018-07-05T09:02:09.832Z"",0,,,,,,,,,
ObjectId("5b3ddeaf22514e20a974eeba"),false,false,false,android,4182da21845c0816,okhttp/3.9.1,47.247.72.124,""2018-07-05T09:02:39.821Z"",""2018-07-05T09:02:39.821Z"",0,,,,,,,,,
ObjectId("5b3de9441d903427aba17683"),false,false,false,ios,9E4ACC29-A7BA-454D-8280-3B57214CA899,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T09:47:48.545Z"",""2018-07-05T09:47:48.545Z"",0,,,,,,,,,
ObjectId("5b3debff1d903427aba17685"),false,false,false,ios,08413302-B285-4ABC-A3C2-BF4D2D76F1EB,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T09:59:27.687Z"",""2018-07-05T09:59:27.687Z"",0,,,,,,,,,
ObjectId("5b3deca61d903427aba17686"),false,false,false,ios,44A534CD-D3DF-485C-A99C-3ADBC36FF304,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T10:02:14.140Z"",""2018-07-05T10:02:14.140Z"",0,,,,,,,,,
ObjectId("5b3ded841d903427aba17687"),false,false,false,ios,96EE94B9-F4B7-43A3-8A01-B0A5F1E17598,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T10:05:56.146Z"",""2018-07-05T10:05:56.146Z"",0,,,,,,,,,
ObjectId("5b3dedd51d903427aba17688"),false,false,false,ios,48897A48-1B6B-4471-83EA-DAA293B8F7D4,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T10:07:17.284Z"",""2018-07-05T10:07:17.284Z"",0,,,,,,,,,
ObjectId("5b3def4b1d903427aba1768a"),false,false,false,ios,9CAC73CB-2CCD-4CC0-8F03-9FA557C89426,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T10:13:31.435Z"",""2018-07-05T10:13:31.435Z"",0,,,,,,,,,
ObjectId("5b3e0079a840112a3e1d9cef"),false,false,false,web,1,PostmanRuntime/7.1.5,103.83.80.2,""2018-07-05T11:26:49.306Z"",""2018-07-05T11:26:49.306Z"",0,,,,,,,,,
ObjectId("5b3e10065e84662bd5dc9ca8"),false,false,false,ios,185EA230-F47B-4C30-BEF9-8758C4786102,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T12:33:10.199Z"",""2018-07-05T12:33:10.199Z"",0,,,,,,,,,
ObjectId("5b3e104d5e84662bd5dc9ca9"),false,false,false,ios,9BC06A9B-F7E7-41A1-821A-1A804142FFD1,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T12:34:21.808Z"",""2018-07-05T12:34:21.808Z"",0,,,,,,,,,
ObjectId("5b3e126d5e84662bd5dc9caa"),false,false,false,ios,8704D961-1DFB-4901-A565-67DFECC9D367,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-05T12:43:25.192Z"",""2018-07-05T12:43:25.192Z"",0,,,,,,,,,
ObjectId("5b3ee5645e84662bd5dc9caf"),false,false,false,ios,D2BC4AB7-47C6-4EE6-B748-BD15CE1336D3,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,67.190.108.186,""2018-07-06T03:43:32.476Z"",""2018-07-06T03:43:32.476Z"",0,,,,,,,,,
ObjectId("5b3ee73a5e84662bd5dc9cb1"),false,false,false,ios,6D7585CC-AF53-4BF0-9CAD-89106B731FCA,VizonMaps/1 CFNetwork/897.15 Darwin/17.5.0,67.190.108.186,""2018-07-06T03:51:22.596Z"",""2018-07-06T03:51:22.596Z"",0,,,,,,,,,
ObjectId("5b3eebca5e84662bd5dc9cb5"),false,false,false,ios,744BE33E-43F0-4A3D-A180-FC6860130C6B,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-06T04:10:50.931Z"",""2018-07-06T04:10:50.931Z"",0,,,,,,,,,
ObjectId("5b3efd94dbe710340ec88738"),false,false,false,ios,A5D8C1EC-AA5E-4CC6-8589-E87437AA1748,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-06T05:26:44.263Z"",""2018-07-06T05:26:44.263Z"",0,,,,,,,,,
ObjectId("5b3f09a283486f34f9a66e0e"),false,false,false,ios,5B5DF08C-F4D0-4011-89F9-4D2AE62B8E53,PostmanRuntime/7.1.5,103.83.80.2,""2018-07-06T06:18:10.906Z"",""2018-07-06T06:18:10.906Z"",0,,,,kamal1,asawara1,eebe6260e80d5149eaa85996a36c8967,car,,
ObjectId("5b3f3a51918cd136cf381818"),false,false,false,ios,4E40D855-066F-4114-B64F-EBFAA1F0A88C,PostmanRuntime/7.1.5,103.83.80.2,""2018-07-06T09:45:53.740Z"",""2018-07-06T09:45:53.740Z"",0,,,,ritesh,Patel,5d068b9825366ec7ba8b90d85ee53e5c,honda city,44a1b8a14bbe4b78832f7775728121a5,
ObjectId("5b3f4f99f031d939b84bea98"),false,false,false,ios,9A68FC60-21B0-4450-82F4-FE870DB42516,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-06T11:16:41.694Z"",""2018-07-06T11:16:41.694Z"",0,,,,,,,,,
ObjectId("5b3f6217f031d939b84bea99"),false,false,false,ios,95EB7623-A0ED-4A38-AB05-690FEA733673,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-06T12:35:35.798Z"",""2018-07-06T12:35:35.798Z"",0,,,,,,,,,
ObjectId("5b3f7348f031d939b84bea9a"),false,false,false,ios,61C1BDC1-A6CA-4B4E-8FD6-B2D618FCDEE6,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,174.231.13.210,""2018-07-06T13:48:56.143Z"",""2018-07-06T13:48:56.143Z"",0,,,,,,,,,
ObjectId("5b3f7984f031d939b84bea9b"),false,false,false,ios,A9F27A7D-14AC-4F42-8F88-9077AFBB14BA,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,68.59.171.154,""2018-07-06T14:15:32.570Z"",""2018-07-06T14:15:32.570Z"",0,,,,,,,,,
ObjectId("5b40be3af031d939b84bea9c"),false,false,false,ios,84E1B83C-F7E8-42DE-87BA-6D20FBDA5D50,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,166.172.190.31,""2018-07-07T13:20:58.722Z"",""2018-07-07T13:20:58.722Z"",0,,,,,,,,,
ObjectId("5b445e5fc5f1756245675500"),false,false,false,web,test3--fm29ajetjjfd9q1i,PostmanRuntime/7.1.5,103.83.80.2,""2018-07-10T07:21:03.512Z"",""2018-07-10T07:21:03.513Z"",0,,,asawara.kamal+7@fxbytes.com,kamal,asawara,,,,
ObjectId("5b447f8dc5f1756245675502"),false,false,false,web,undefined--fm29ajetjjfibrr3,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-10T09:42:37.119Z"",""2018-07-10T09:42:37.119Z"",0,,,mrishikant@fxbytes.com,Rishikant ,Mishra ,01a096cfe11c1f686f59d176affc754c,model name ,cb9118424f345aef120fbd2fd1670196,0
ObjectId("5b44a69ac5f1756245675503"),false,false,false,web,test3--fm29ajetjjfoa1vc,PostmanRuntime/7.1.5,103.83.80.2,""2018-07-10T12:29:14.617Z"",""2018-07-10T12:29:14.617Z"",0,,,asawara.kamal+8@fxbytes.com,kamal,asawara,,,,
ObjectId("5b45e80c4fd2b775aade69c3"),false,false,false,ios,05165276-87F0-48A3-852B-740153C42B11,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-11T11:20:44.087Z"",""2018-07-11T11:20:44.087Z"",0,,,,,,,,,
ObjectId("5b45ec2b4fd2b775aade69c4"),false,false,false,ios,6CE4131A-5373-4CF4-8092-8970F1E85D1E,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-11T11:38:19.936Z"",""2018-07-11T11:38:19.936Z"",0,,,,,,,,,
ObjectId("5b460abe4fd2b775aade69c6"),false,false,false,web,undefined--fm29an8qjjh6k6or,VizonMaps/1.1 CFNetwork/902.2 Darwin/17.7.0,67.190.108.186,""2018-07-11T13:48:46.682Z"",""2018-07-11T13:48:46.682Z"",0,,,erik@vizon.app,Erik,Olbright,,,,0.6
ObjectId("5b46172a4fd2b775aade69c7"),false,false,false,ios,9D563651-F7DE-4349-A04C-4E0C7BD6F46D,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,72.203.248.57,""2018-07-11T14:41:46.084Z"",""2018-07-11T14:41:46.084Z"",0,,,,,,,,,
ObjectId("5b4617db4fd2b775aade69c8"),false,false,false,web,undefined--fm29an8qjjh8k52o,VizonMaps/1.1 CFNetwork/902.2 Darwin/17.7.0,174.16.37.18,""2018-07-11T14:44:43.824Z"",""2018-07-11T14:44:43.824Z"",0,,,ambassadorcolombiaceo@gmail.com,Jacob ,Davis,870699cb4d050297d89d351779e5bb8d,,aab771ed7c03c50e01bad53feab85784,10.3
ObjectId("5b46dd404fd2b775aade69c9"),false,false,false,web,undefined--fm29an8qjji2n81f,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-12T04:46:56.115Z"",""2018-07-12T04:46:56.115Z"",0,,,gupta.kratika@fxbytes.com,Kratika,Gupta,b4ff69c46c52553716087b75d6a7bd1d,102car,3cf316eb5228b1e172cfe8daa463ecbf,
ObjectId("5b46ea644fd2b775aade69ca"),false,false,false,ios,533A14E3-F9F6-4616-96DF-DA571CE51759,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-12T05:43:00.973Z"",""2018-07-12T05:43:00.973Z"",0,,,,,,,,,
ObjectId("5b46ed104fd2b775aade69cb"),false,false,false,ios,1455FD61-2997-46D0-B6DF-1EA02FE21AF0,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-12T05:54:24.423Z"",""2018-07-12T05:54:24.423Z"",0,,,,,,,,,
ObjectId("5b46ed974fd2b775aade69cc"),false,false,false,ios,9962C551-9FE2-4651-9BA0-D66AF1CC1A14,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-12T05:56:39.941Z"",""2018-07-12T05:56:39.941Z"",0,,,,,,,,,
ObjectId("5b46ee9b4fd2b775aade69cd"),false,false,false,ios,29BA6E14-7211-4939-9EB9-4F130669FD80,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-12T06:00:59.308Z"",""2018-07-12T06:00:59.308Z"",0,,,,,,,,,
ObjectId("5b46f13a4fd2b775aade69ce"),false,false,false,ios,B1125C71-54D6-4998-9915-F782879FFAF5,VizonMaps/1 CFNetwork/894 Darwin/17.4.0,183.182.87.238,""2018-07-12T06:12:10.231Z"",""2018-07-12T06:12:10.231Z"",0,,,,,,,,,
ObjectId("5b46f17e4fd2b775aade69cf"),false,false,false,ios,1662FBC7-BD72-4082-84B7-A084FBFA4B99,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-12T06:13:18.698Z"",""2018-07-12T06:13:18.698Z"",0,,,,,,,,,
ObjectId("5b46f3894fd2b775aade69d0"),false,false,false,ios,3546B5AC-FAAD-4191-A433-2790CF6CDD14,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-12T06:22:01.774Z"",""2018-07-12T06:22:01.774Z"",0,,,,,,,,,
ObjectId("5b46fb284fd2b775aade69d1"),false,false,false,web,undefined--fm29an8qjji77c3i,VizonMaps/1 CFNetwork/889.9 Darwin/17.2.0,183.182.87.238,""2018-07-12T06:54:32.959Z"",""2018-07-12T06:54:32.959Z"",0,,,a@a.com,test,demo,,,,
ObjectId("5b46fcf64fd2b775aade69d3"),false,false,false,web,undefined--fm29an8qjji7h85f,VizonMaps/1 CFNetwork/901.1 Darwin/17.6.0,183.182.87.238,""2018-07-12T07:02:14.403Z"",""2018-07-12T07:02:14.403Z"",0,,,ram@mailinator.com,ram,Sharma,,,,
